ID,Country,Location,Latitude,Longitude,Last signal
"2696","ro","Constanta Gara","44.15","28.62","1698977701"
"2698","nl","Arnemuiden Oranjeplaat","51.51","3.71","1698977701"
"2699","gb","Poole","50.72","-1.97","1698977701"
"2701","au","O'Connor","-32.06","115.79","1698977701"
"2703","ae","Dubai","25.19","55.26","1698977701"
"2706","ca","Montreal","45.68","-73.51","1698977701"
"2707","us","Hampton, VA","37.01","-76.37","1698977701"
"2708","gb","Fareham","50.85","-1.15","1698977701"
"2709","no","Tromsø","69.70","18.89","1698977701"
"2713","gb","Scotland, Greenock","55.96","-4.77","1698977701"
"2715","th","Songhla","0.00","0.00","1698977701"
"2716","gb","Gosport","50.81","-1.13","1698977701"
"2717","de","Heilbronn","49.13","9.19","1698977701"
"2718","zz","At Sea","0.00","0.00","1698977701"
"2719","lt","Klaipeda","55.69","22.13","1698977701"
"2720","es","Vigo Bay","42.24","-9.01","1698977701"
"2722","us","Salish Sea","48.33","-123.14","1698977701"
"2723","us","Cosmopolis","46.94","-123.79","1698977701"
"2724","au","North Ryde, Sydney","-33.79","151.12","1698977701"
"2725","dk","Aarhus","56.14","10.21","1698977701"
"2726","us","Seattle","47.61","-122.33","1698977701"
"2727","us","Washingotn","45.82","-122.71","1698977701"
"2731","ua","Kyiv","50.51","30.61","1698977701"
"2732","gb","Rosneath","56.01","-4.81","1698977701"
"2733","de","Berlin","52.49","13.49","1698977701"
"2734","nl","Driebergen","52.06","5.27","1698977701"
"2735","gb","Lowestoft","52.49","1.73","1698977701"
"2737","de","Hamburg","53.52","10.05","1698977701"
"2739","au","Townsville","-19.26","146.71","1698977701"
"2740","za","Glencairn Heights","-34.15","18.43","1697530202"
"2741","us","Stanford","37.43","-122.17","1698977701"
"2742","us","San Francisco","37.79","-122.48","1698977402"
"2743","gb","Little Clacton, Essex","51.84","1.14","1698977701"
"2744","us","Seattle","47.67","-122.39","1698977701"
"2745","us","Seattle","47.65","-122.33","1698975901"
"2747","de","Wilhelmshaven","53.51","8.15","1698977701"
"2749","fr","Carnon","43.54","3.98","1698977701"
"2751","nl","Grootegast","53.21","6.26","1698977701"
"2752","se","Grisslehamn","60.10","18.82","1698977701"
"2753","us","Highlands ","40.40","-73.99","1698977701"
"2754","de","Barrien","52.95","8.85","1698977701"
"2756","us","Baltimore","39.35","-76.57","1698977701"
"2757","us","New Orleans","29.90","-89.99","1698977701"
"2758","gb","Helensburgh","56.01","-4.73","1698977701"
"2759","de","Bruehl-Baden","49.40","8.53","1698977701"
"2760","us","California, Costa Mesa","33.66","-117.91","1698977701"
"2761","nz","Wellington","-41.28","174.77","1698977701"
"2762","sg","Singapore","1.34","103.77","1698977701"
"2764","no","Skudeneshavn","59.15","5.27","1698977701"
"2766","us","River Ridge","29.94","-90.21","1698977701"
"2770","nz","Marlborough Sounds","-41.30","173.98","1698977701"
"2771","nl","West-Terschelling","53.37","5.22","1698977701"
"2774","fr","Bidart","43.45","-1.55","1698977701"
"2775","nl","Franeker","53.18","5.52","1698977701"
"2776","nl","Hoorn","52.63","5.06","1698977701"
"2777","gb","Southampton","50.88","-1.26","1698977701"
"2778","no","Tromsø","69.67","19.02","1698977701"
"2780","nz","Christchurch","-43.57","172.64","1698977701"
"2781","nz","Auckland","0.00","0.00","1698977701"
"2782","nl","Sneek","53.03","5.68","1698977701"
"2783","de","Wunstorf","52.43","9.42","1698977701"
"2784","de","Emden","53.36","7.20","1698977701"
"2785","hk","Aberdeen","22.23","114.11","1698977701"
"2786","tr","Bakırköy","40.99","28.88","1698977701"
"2789","dk","Aabenraa","55.05","9.41","1698977701"
"2791","us","Florida, Tampa","27.94","-82.44","1698977701"
"2792","ae","Dubai","25.20","55.27","1698886202"
"2793","de","Wismar","53.90","11.42","1698977701"
"2796","ca","Victoria","48.41","-123.33","1698977701"
"2797","us","Signal Hill","33.80","-118.16","1698977701"
"2798","at","Linz","48.32","14.32","1698977701"
"2800","us","San Francisco","37.76","-122.50","1698977701"
"2801","fr","Boulogne-sur-Mer","50.73","1.58","1698922802"
"2803","nl","Bergharen","51.86","5.65","1698961801"
"2804","no","Oslo","59.57","10.39","1698977701"
"2805","de","Norderney","53.70","7.16","1698977701"
"2806","us","San Francisco","37.85","-122.48","1698977701"
"2808","nz","Christchurch","-43.53","172.63","1698977701"
"2810","ph","Imus","14.39","120.97","1698977701"
"2811","ee","Tallinn","59.45","24.74","1698977701"
"2812","us","San Francisco","37.67","-122.39","1698977701"
"2813","ca","Vancouver","49.30","-123.10","1698977701"
"2814","us","Port Huron","42.98","-82.42","1698977701"
"2815","nl","Delft","52.01","4.36","1698977701"
"2817","nl","WSV de Kogge","51.53","4.22","1698977701"
"2818","us","Hawaii, Kailua","21.37","-157.72","1698977701"
"2819","zz","At Sea","0.00","0.00","1698977701"
"2821","ca","Burnaby","49.26","-122.99","1698977701"
"2823","dk","Kolding","55.50","9.45","1698977701"
"2824","be","Antwerpen","51.23","4.40","1698977701"
"2825","gb","Alton","51.15","-0.98","1698977701"
"2827","us","Key Largo","25.30","-80.28","1698977701"
"2829","au","Mount Duncan","-41.19","146.04","1698977701"
"2830","nz","Wellington","-41.22","174.91","1698977701"
"2831","nl","Delft","51.98","4.34","1698977701"
"2833","us","California","36.78","-119.42","1697063701"
"2834","au","Bunbury","-33.31","115.64","1698977701"
"2836","fr","Brest","48.39","-4.48","1698977701"
"2837","gb","Oldcroft","51.76","-2.52","1698977701"
"2838","au","Geraldton","-28.78","114.60","1698977701"
"2839","zz","At Sea","0.00","0.00","1698977701"
"2840","de","Duisburg","51.41","6.75","1698977701"
"2842","us","Washington, Federal Way","47.32","-122.38","1698977701"
"2843","gb","Gravesend","51.44","0.37","1698977701"
"2844","gb","Hessle","53.73","-0.46","1698977701"
"2845","de","Cuxhaven","53.86","8.70","1698977701"
"2846","ie","Westport","53.81","-9.53","1698977701"
"2847","se","Stockholm","59.31","17.97","1698977701"
"2850","br","Fortaleza","-3.71","-38.47","1698977701"
"2851","it","Chioggia","45.22","12.28","1698977701"
"2852","nl","Born","51.04","5.81","1698977701"
"2853","ca","Vancouver","48.78","-123.04","1698977701"
"2854","gb","Whitby","54.48","-0.62","1698977701"
"2857","ca","Vancouver","49.29","-123.05","1698977701"
"2859","se","Lidingö","59.37","18.12","1698977701"
"2860","de","Berlin","52.52","13.40","1698977701"
"2861","de","Karlsruhe","49.02","8.43","1698977701"
"2862","gb","Bangor, County Down","54.65","-5.64","1698977701"
"2865","de","Frankfurt","50.10","8.72","1698977701"
"2866","co","Puerto Colombia","11.02","-74.83","1698977701"
"2867","fi","Vantaa","60.33","25.06","1698977701"
"2868","ie","Connemara","53.55","-9.94","1698003001"
"2870","pt","Lisbon","38.71","-9.14","1698977701"
"2872","dk","Dragør","55.60","12.64","1698977701"
"2873","it","Licata","37.10","13.94","1698977701"
"2874","de","Berlin","52.51","13.19","1698977701"
"2875","us","Isleton","38.10","-121.57","1698977701"
"2876","id","Batang","-6.89","109.75","1698977701"
"2877","us","Norfolk","36.88","-76.22","1698977701"
"2878","de","Friedrichsort","54.39","10.18","1698977701"
"2879","nz","Waikawa Beach","-40.69","175.15","1698394201"
"2882","us","At Sea","0.00","0.00","1698977701"
"2885","gb","Hartlepool","54.69","-1.19","1698977701"
"2887","se","Djurhamn","59.37","18.66","1698894602"
"2888","ca","Montreal","45.57","-73.58","1694724301"
"2891","in","Nagercoil","8.12","77.32","1698977701"
"2892","nl","Duiven","51.95","6.03","1698977701"
"2893","il","Haifa","32.76","35.02","1698977701"
"2894","au","Elliott","-41.11","145.77","1698963902"
"2895","no","At Sea","0.00","0.00","1694683801"
"2896","es","Barcelona","41.40","2.19","1698977701"
"2897","id","Karimun Jawa","-5.88","110.43","1698977701"
"2899","de","Berlin","52.54","13.34","1698977701"
"2900","gb","Dyffryn Ardudwy","52.79","-4.11","1698977701"
"2901","fr","Lorient","47.73","-3.37","1698977701"
"2902","sg","Singapore","1.31","103.84","1698977701"
"2904","nl","Wezep","52.47","6.00","1698977701"
"2906","us","Valparaiso","30.50","-86.49","1698957001"
"2908","pl","Gdynia","54.58","18.54","1698977701"
"2909","ca","Ottawa","45.42","-75.66","1696872601"
"2910","es","Motril","36.72","-3.56","1698976802"
"2911","es","el Toro","39.48","2.48","1698977701"
"2913","tw","Taipei","25.05","121.51","1698977701"
"2914","it","Ischia","40.73","13.87","1698977701"
"2915","nl","Amersfoort","52.13","5.37","1698977701"
"2918","sg","","1.27","103.82","1698977701"
"2919","be","Leuven","50.89","4.70","1698977701"
"2921","nl","Zeist","52.09","5.23","1698977701"
"2922","es","Alcaidesa","36.24","-5.32","1698977701"
"2923","dk","Lemvig","56.52","8.20","1698977701"
"2924","es","O Grove","42.49","-8.87","1698977701"
"2925","au","Elizabeth","-34.70","138.70","1698977701"
"2928","no","Hammerfest","70.40","23.42","1698977701"
"2932","zz","","0.00","0.00","1698977701"
"2935","dk","Omoe","55.15","11.15","1698977701"
"2938","ru","Sakhalin","46.62","142.78","1698977701"
"2940","au","Thornlands, Queensland","-27.55","153.25","1698977701"
"2941","zz","At Sea","0.00","0.00","1698977701"
"2943","nz","Auckland","-35.27","174.21","1698558302"
"2945","nl","Rotterdam","51.90","4.24","1698977701"
"2946","sg","Singapore","1.34","103.84","1698977701"
"2948","us","Delaware, Fenwick Island","38.45","-75.05","1698977701"
"2949","no","Bergen","60.40","5.31","1698977701"
"2950","us","Anacortes, WA","48.51","-122.64","1698977701"
"2951","id","Surabaya","-7.28","112.80","1698977701"
"2952","de","Hamburg","53.55","9.99","1698499501"
"2953","fr","Le Mée sur Seine","48.55","2.64","1698953701"
"2954","fr","Sophia Antipolis, MINES Paristech","43.62","7.05","1698977701"
"2955","ca","Bowen Island","49.38","-123.33","1698977701"
"2956","se","Loftahammar","57.89","16.73","1698977701"
"2957","us","Sanford","28.80","-81.40","1698977701"
"2958","de","Dettelbach","49.80","10.17","1698977701"
"2959","es","Valencia","39.48","-0.34","1698977701"
"2962","es","Barcelona","41.41","2.14","1698977701"
"2963","us","Anacortes, WA","48.50","-122.61","1698977701"
"2964","ca","Oakville, Ontario","43.47","-79.72","1698977701"
"2966","es","Ortegal","43.71","-7.88","1698804602"
"2967","gb","Birkenhead","53.39","-3.02","1698977701"
"2968","nl","Drachten","53.11","6.12","1698977402"
"2969","us","Clifton","35.39","-87.99","1698977701"
"2971","at","Vienna","48.22","16.35","1698977701"
"2972","us","San Francisco","37.75","-122.41","1698977701"
"2973","us","Savannah GA","32.03","-80.90","1698977701"
"2974","hk","Hong Kong","22.30","114.17","1698977701"
"2975","tr","Fethiye","36.62","29.13","1698977701"
"2977","se","Krokslätt","57.68","12.00","1698969601"
"2978","se","Rundvik","63.54","19.44","1698977701"
"2979","no","Oslo","59.90","10.74","1695456001"
"2980","ru","Bolshoy Tyuters","59.51","27.11","1697756101"
"2981","be","Oostende","51.25","2.92","1698977701"
"2982","no","Tromso","69.68","18.93","1695746101"
"2983","th","Bangkok","13.75","100.56","1698977701"
"2985","de","Heilbronn","49.15","9.22","1698977701"
"2986","it","Gulf of Milazzo","38.10","15.18","1698968701"
"2987","nl","Vogelwaarde, Zeeland","51.35","3.96","1698977701"
"2988","se","Trollhättan","58.27","12.28","1698977701"
"2989","de","Gernsheim","49.76","8.49","1698977701"
"2990","us","Comox","49.67","-124.92","1696214402"
"2991","kr","Jejusi","33.47","126.51","1698977701"
"2992","cn","Beijing","22.36","113.08","1698977701"
"2994","no","Moss","59.43","10.64","1698977701"
"2995","au","Kingston","-42.97","147.31","1698977701"
"2996","gr","Nea Erithrea","38.09","23.82","1698977701"
"2997","sg","Keppel Bay","1.27","103.81","1698977701"
"2998","se","Harnosand","62.63","17.95","1698977701"
"3003","ca","Young Island, Mahone Bay, Nova Scotia","44.47","-64.29","1698977701"
"3006","nl","Heerenveen","52.96","5.92","1698977701"
"3007","nl","Maarssen","52.13","5.02","1698977701"
"3010","gb","Castletown","58.59","-3.38","1698977701"
"3011","us","Belpre, Ohio","39.28","-81.57","1698977701"
"3012","tr","Istanbul","41.01","28.98","1698977701"
"3013","pl","Szczecin","53.40","14.52","1698977701"
"3014","ie","Galway","53.27","-9.05","1698977701"
"3015","id","Balikpapan, East Kalimantan","1.26","116.86","1698977701"
"3016","id","Jakarta","-6.17","106.84","1698977701"
"3017","de","Duisburg","51.36","6.76","1698977701"
"3020","au","Smooth Island, Tasmania","-42.94","147.78","1698977701"
"3021","nl","Echteld","51.91","5.51","1698977701"
"3022","de","At Sea","0.00","0.00","1698977701"
"3023","nl","Rozenburg","51.92","4.22","1698977701"
"3024","jp","Katsuura, Chiba","35.15","140.32","1698977701"
"3029","nl","Rockanje","51.87","4.05","1698977701"
"3030","fr","Le Havre","49.52","0.15","1697960702"
"3031","cn","Jiangyin & Maanshan","31.92","120.28","1697728801"
"3036","gr","Piraeus","37.95","23.64","1698977701"
"3038","gr","Piraeus","37.94","23.65","1698977701"
"3040","nl","Ter Heijde","52.03","4.17","1698977701"
"3041","us","Everett","47.95","-122.23","1698977701"
"3045","us","New York","40.74","-73.98","1698977701"
"3046","tw","Keelung, National Taiwan Ocean University","25.15","121.78","1698906602"
"3051","gb","Hessle","53.72","-0.44","1698977701"
"3052","no","Sandvika","59.89","10.52","1698954001"
"3054","fi","Turku","60.45","22.23","1698977701"
"3056","nl","Leiden","52.17","4.50","1698977701"
"3057","ru","Irkutsk","52.23","104.39","1698977701"
"3061","ar","Buenos Aires","-34.43","-58.56","1698977701"
"3062","au","Rockingham","-32.28","115.76","1698977701"
"3063","gb","Bournemouth","50.75","-1.90","1698977701"
"3068","se","Stockholm","59.32","18.01","1695541801"
"3069","us","Dabob Bay","47.70","-122.93","1697157602"
"3071","mx","Gulf of California","29.16","-113.61","1698977701"
"3075","be","Aalst","50.96","4.03","1694841901"
"3076","fr","Hegenheim","47.57","7.52","1698977701"
"3077","de","Kiel","54.33","10.08","1698977701"
"3078","nl","Amsterdam","52.37","4.93","1698977701"
"3081","us","California, Long Beach","33.83","-118.14","1698977701"
"3082","nl","Alphen Aan Den Rijn","52.15","4.67","1698977701"
"3083","ca","New Westminster","49.20","-122.92","1698977701"
"3086","nl","Andijk","52.45","5.13","1698977701"
"3092","us","Bainbridge Island","47.62","-122.52","1698977701"
"3094","ca","Vancouver, BC","49.29","-123.05","1698977701"
"3095","pl","Szczecin","53.45","14.55","1698977701"
"3096","gb","Wirral","53.43","-3.03","1698977701"
"3097","de","Wilhelmshaven","53.55","8.09","1698977701"
"3098","us","Tennessee, Memphis","35.21","-90.05","1698977701"
"3103","ca","Multiple Locations","49.00","-123.00","1698977701"
"3105","nl","Hague","52.07","4.30","1698977701"
"3106","pt","Azores","37.75","-25.57","1698977701"
"3110","us","Vicksburg","32.35","-90.88","1698977701"
"3111","us","California","37.47","-122.45","1698977701"
"3115","dk","Skoedstrup","56.25","10.30","1698977701"
"3120","zz","At Sea","0.00","0.00","1694754301"
"3124","nl","Zierikzee","51.65","3.92","1698977701"
"3128","se","Malmö","55.61","13.02","1698977701"
"3130","dk","Lunderskov","55.46","9.35","1698977701"
"3131","gr","Elliniko","37.90","23.75","1698977701"
"3133","us","Edgewater","40.83","-73.97","1698969901"
"3135","nl","Koog aan de Zaan","52.46","4.81","1698977701"
"3136","no","Sitguna","0.00","0.00","1694619601"
"3139","es","Canary Islands, Tenerife, Playa Paraiso","28.12","-16.77","1698977701"
"3140","nl","Terneuzen","51.34","3.82","1698975002"
"3145","ca","Vancouver","49.31","-123.09","1698977701"
"3147","no","Tromsø","69.65","18.96","1698977701"
"3149","de","Bremerhaven","53.58","8.59","1698977701"
"3151","no","Trondheim","63.44","10.40","1698977701"
"3152","be","Zeebrugge","51.36","3.19","1698977701"
"3153","us","El Paso","0.00","0.00","1697024101"
"3155","fi","Kokkola","63.83","23.09","1698790202"
"3159","nl","Gendt","51.88","5.99","1698977701"
"3160","de","Wildau","52.32","13.62","1698977701"
"3161","nl","Arnhem","51.96","5.90","1698977701"
"3162","fr","Cléden-Cap-Sizun","48.06","-4.69","1698971702"
"3164","ca","Mississauga","43.60","-79.60","1698977701"
"3166","nl","Zaandam","52.44","4.84","1698963602"
"3167","au","Gladstone","-23.87","151.27","1698977701"
"3168","pl","Gdańsk","54.42","18.59","1698977701"
"3169","de","Berlin","52.57","13.23","1698977701"
"3170","de","Bonn","50.65","7.11","1698918002"
"3173","au","Pgehgans Bay","-33.49","151.31","1698977701"
"3176","se","Näsudden Ingarö","59.29","18.44","1698977701"
"3178","au","North Haven","-34.78","138.49","1698977701"
"3179","dk","Aarhus","56.17","10.15","1698977701"
"3180","jp","Aichi Takahama","34.91","136.98","1698977701"
"3181","nl","Zaamslag","51.31","3.91","1698975002"
"3182","us","Seattle","47.38","-122.19","1698977701"
"3186","gb","Newlyn","50.10","-5.50","1698977701"
"3188","kw","Kuwait","29.56","48.15","1698977701"
"3193","gb","Aberdeenshire","57.47","-2.08","1698977701"
"3197","gr","Thessaloniki","40.64","22.92","1698977701"
"3198","no","Jeloy, Moss","59.44","10.62","1698977701"
"3201","ca","Sorel-Tracy","45.60","-73.09","1698977701"
"3202","hk","Tsuen Wan","22.35","114.11","1698977701"
"3204","ca","Ontario, Burlington","43.35","-79.77","1698977701"
"3205","pt","Carvoeira","38.95","-9.41","1698977701"
"3206","jp","Ishikawa","36.52","136.54","1698977701"
"3207","th","Bangkok","13.69","100.56","1698977701"
"3211","nz","Auckland","-36.92","174.64","1698977701"
"3212","nl","Maarssenbroek","52.13","5.02","1698977701"
"3213","us","Merritt Island, FL","28.42","-80.71","1698977701"
"3215","be","Antwerp","51.24","4.42","1698977701"
"3220","pl","Szczecin, Dąbie","53.40","14.68","1698977701"
"3221","us","Mill Valley, CA","37.89","-122.52","1698977701"
"3222","es","La Coruña","43.36","-8.41","1698977701"
"3223","us","Lakewood","47.14","-122.53","1698977701"
"3224","it","San Benedetto del Tronto","42.92","13.90","1698977701"
"3226","pl","Szczecin","53.46","14.65","1698977701"
"3228","fr","Carantec","48.67","-3.92","1698906602"
"3230","us","Port Ludlow, WA","47.91","-122.69","1698977701"
"3232","de","Cologne","50.94","6.96","1698977701"
"3234","fr","L'Epine","46.97","-2.27","1698977701"
"3235","us","Palmetto","27.51","-82.56","1698977701"
"3236","de","Flörsheim","50.01","8.42","1698977701"
"3237","fr","Castel-Bian Carantec","48.68","-3.92","1698977701"
"3238","ca","East Point Saturna Island","48.78","-123.05","1698977701"
"3241","ma","Casablanca","33.57","-7.59","1698977701"
"3242","no","Haugesund","59.47","5.26","1698977701"
"3243","gb","Killyleagh","54.41","-5.67","1698977701"
"3244","gb","Manston","51.35","1.32","1698977701"
"3245","es","Málaga","36.73","-4.43","1698977701"
"3247","us","South Carolina, North Myrtle Beach","33.83","-78.62","1694017801"
"3248","gb","Kent","51.33","1.42","1698914102"
"3249","be","Antwerp","51.21","4.39","1698977701"
"3254","nl","Emmeloord","52.71","5.75","1698977701"
"3257","gb","Hythe, Hampshire","50.86","-1.41","1698977701"
"3258","vn","Haiphong","20.85","106.65","1698977701"
"3260","nl","Lelystad","52.55","5.46","1698977701"
"3264","nl","Utrecht","52.09","5.14","1698977701"
"3266","de","Mannheim","49.50","8.55","1696078802"
"3268","nl","The Hague","52.09","4.34","1698977701"
"3269","nl","Bergen op Zoom","51.50","4.28","1698977701"
"3270","se","Gothenburg - SW, Särö","57.52","11.96","1698977701"
"3272","hk","Tseung Kwan O","22.31","114.26","1698977701"
"3273","es","Santa Cruz De Tenerife","39.57","2.64","1694622901"
"3274","gb","Welton","53.73","-0.55","1698977701"
"3280","re","La Possession","-20.95","55.33","1698977701"
"3281","gb","Felixstowe / Harwich / Mistley","52.12","1.13","1698977701"
"3284","nl","Lelystad","52.50","5.40","1698977701"
"3285","se","Lund","55.70","13.19","1697899201"
"3287","nl","Renesse","51.73","3.75","1698977701"
"3292","au","Oakleigh, Victoria","-37.91","145.09","1698977701"
"3294","cz","Prague","50.13","14.44","1698977701"
"3295","nl","Eijsden","50.78","5.71","1698977701"
"3296","no","Stavanger","58.95","5.72","1698977701"
"3297","pl","Trzebinia","52.20","19.44","1698977701"
"3298","es","Baiona","42.12","-8.85","1698969301"
"3304","ie","Newcastle","53.07","-6.06","1698977701"
"3309","us","Florida","0.00","0.00","1698977701"
"3313","nl","Rotterdam","51.92","4.47","1698977701"
"3314","se","Gothenburg","57.71","11.94","1698977701"
"3315","jp","Fukuoka","33.89","130.82","1698977701"
"3317","nl","Veere","51.55","3.67","1698977701"
"3318","es","Getxo","43.20","3.00","1698977701"
"3319","ca","Toronto","43.62","-79.48","1698977701"
"3320","nl","Venhuizen","52.66","5.20","1698977701"
"3322","kr","Busan","35.18","129.12","1698977701"
"3323","es","A Coruña","43.36","-8.42","1698603901"
"3324","gb","London","51.49","-0.01","1698977701"
"3326","it","Lecce","40.36","18.21","1698977701"
"3329","gb","Plymouth","50.32","-4.22","1698977701"
"3331","no","Moi","58.45","6.56","1698973501"
"3332","ru","Vladivostok","43.12","131.91","1698977701"
"3334","nl","Amsterdam","52.40","4.91","1698977701"
"3335","nl","Genderen","51.73","5.08","1698977701"
"3341","nl","Amstelveen","52.30","4.87","1697963701"
"3342","us","San Francisco","37.80","-122.43","1698961801"
"3344","gr","Athens","37.94","23.70","1698977701"
"3345","se","Stockholm","59.29","18.65","1698977701"
"3347","nl","Krimpen aan den IJssel","51.91","4.59","1698977701"
"3348","pt","Coimbra","40.17","-8.47","1698977701"
"3349","no","Hordvik","60.51","5.30","1698977701"
"3351","gb","Shoreham","50.84","-0.26","1698977701"
"3353","fr","Plouzane","48.37","-4.58","1698977701"
"3354","au","Port Hedland","-20.31","118.61","1698977701"
"3357","ie","Inishbofin","53.62","-10.19","1698946201"
"3358","se","Gothenburg","57.69","11.99","1698977701"
"3361","dk","Korsør","55.34","11.14","1698977701"
"3363","fr","Antibes, Juan Les Pins","43.57","7.10","1698977701"
"3364","de","Mönchhagen","54.15","12.22","1698916201"
"3365","nl","Dordrecht","51.81","4.69","1698977701"
"3366","de","Lüneburg","53.26","10.45","1698977701"
"3370","no","Bodo","67.29","14.37","1698977701"
"3372","nl","Wijchen","51.81","5.72","1698977701"
"3375","es","Santander","43.46","-3.79","1698977701"
"3376","us","San Francisco","37.80","-122.40","1698977701"
"3377","gb","Gosport","50.78","-1.15","1698977701"
"3378","us","Canada, Redwood City","37.51","-122.20","1698977701"
"3380","us","Brielle","40.12","-74.06","1698977701"
"3384","de","Bremen, Arsten","53.03","8.84","1698977701"
"3385","fi","Parainen","60.30","22.33","1698977701"
"3392","de","Lienen","53.24","8.46","1698977701"
"3394","cn","Chongqing","29.82","107.07","1696598101"
"3398","de","Bonn-Beuel","50.74","7.11","1698977701"
"3400","ph","Paranaque","14.49","121.00","1698977701"
"3402","kr","Incheon","37.49","126.56","1698977701"
"3406","se","Gothenburg","57.67","11.86","1698977701"
"3409","de","Hamburg","53.66","9.78","1698977701"
"3410","jp","Aomori","40.90","141.00","1698977701"
"3412","nl","Rotterdam","51.98","4.59","1698977701"
"3413","us","Fairview","42.05","-80.24","1698977701"
"3415","za","Cape Town","-34.14","18.43","1698977701"
"3416","gb","London","51.51","-0.02","1698977701"
"3417","se","Sodra Bjorkfjarden","59.30","17.51","1698977701"
"3421","dk","Marstal","54.86","10.52","1698977701"
"3423","de","Oldendorf","53.59","9.24","1698977701"
"3424","dk","Holbæk","55.43","11.42","1698977701"
"3426","gb","Wales, Anglesey","53.27","-4.62","1698977701"
"3427","au","Lemon Tree Passage","-32.73","152.03","1698977701"
"3428","es","Valencia","39.46","-0.33","1698977701"
"3429","nl","Terneuzen","51.33","3.83","1698977701"
"3430","gr","Nafplio Port","37.64","22.73","1698977701"
"3432","zz","At Sea","0.00","0.00","1698976501"
"3433","de","At Sea","0.00","0.00","1698768302"
"3436","nl","Ferwoude","53.01","5.43","1698977701"
"3437","es","Valencia","39.48","-0.34","1698977701"
"3438","nl","Amsterdam","52.38","4.93","1698977701"
"3439","hr","Kraljevica","45.27","14.58","1698977701"
"3441","nl","","0.00","0.00","1698977701"
"3443","us","Seattle","47.67","-122.40","1698977701"
"3447","se","Helsingborg","56.05","12.71","1698977701"
"3448","nl","Alblasserdam","51.84","4.67","1698977701"
"3450","pt","Ventosa","39.07","-9.34","1696929002"
"3452","ee","Tallinn","59.44","24.76","1698977701"
"3453","de","Garbsen","52.42","9.62","1698977701"
"3454","us","Tennessee, Eva","36.03","-88.00","1698977701"
"3455","us","Los Angeles","34.05","-118.47","1698977701"
"3457","us","Stephensville, Louisiana","29.77","-91.17","1698977701"
"3458","cn","Tianjin","38.25","118.08","1698977701"
"3459","be","Oostende","51.24","2.93","1698971702"
"3460","us","Everett, Washington","47.94","-122.26","1698977701"
"3461","fr","Théoule-sur-Mer","43.49","6.94","1698977701"
"3465","es","Fuengirola","36.54","-4.62","1698977701"
"3467","fr","Houilles","48.92","2.18","1698977701"
"3469","us","Dutch Harbor","53.89","-166.54","1697824201"
"3471","se","Wik-Inn Marina","58.96","17.98","1698977701"
"3472","de","Flensburg","54.79","9.43","1698977701"
"3473","nl","Breskens","51.39","3.56","1698977701"
"3478","gb","Canvey Island","51.52","0.60","1698977701"
"3479","us","San Diego","32.88","-117.24","1698977701"
"3480","es","Malaga","36.72","-4.42","1698813001"
"3481","gb","Mundesley","52.89","1.42","1698977701"
"3482","ph","Cebu","10.32","123.96","1698977701"
"3485","gr","Patra","38.30","21.81","1698977701"
"3487","us","Friday Harbor","48.49","-123.08","1695687302"
"3488","au","Parramatta","-33.83","151.02","1698977701"
"3489","br","Maceio","-9.72","-35.82","1698977701"
"3493","za","Gordon's Bay","-34.14","18.90","1698977701"
"3495","gb","Cornwall, The Lizard","49.97","-5.20","1698977701"
"3496","de","Ostseebad Kühlungsborn","11.76","54.15","1698977701"
"3497","dk","Rødby","54.57","11.56","1698977701"
"3498","gb","Hadleigh, Essex","51.55","0.62","1698977701"
"3505","us","New York","40.58","-73.97","1698977701"
"3510","nl","Ter Apel","52.87","7.07","1698927001"
"3514","ie","Baltimore","51.48","-9.38","1698977701"
"3516","zz","At Sea","0.00","0.00","1698977701"
"3519","zz","At Sea","0.00","0.00","1698935701"
"3526","ae","Abu Dhabi","24.52","54.44","1698977701"
"3531","au","Bunbury","-33.33","115.64","1698977701"
"3537","pl","Bolesławiec","54.53","18.52","1698977701"
"3541","se","Furuvik","60.65","17.33","1698977701"
"3543","ca","Halifax","44.66","-63.56","1698977701"
"3544","se","Gothenburg","57.71","11.92","1698977701"
"3549","no","Mehamn","71.02","27.50","1698977701"
"3550","jp","Shizuoka","35.01","138.41","1698977701"
"3558","it","Agropoli","40.35","14.99","1694376002"
"3559","nl","Utrecht","52.11","5.08","1698830402"
"3560","us","Illinois, Lake Bluff","42.28","-87.84","1698977701"
"3561","fr","Scy-Chazelles","49.11","6.12","1698977701"
"3563","de","Berlin","52.50","13.41","1698977701"
"3567","sg","Singapore","1.35","103.82","1698923401"
"3568","fr","Vabonne","43.64","7.01","1698977701"
"3569","zz","At Sea","0.00","0.00","1697329501"
"3572","fr","Marseille","43.30","5.37","1694513402"
"3573","fi","Helsinki","60.17","24.94","1698977701"
"3574","es","Vigo","42.24","-8.73","1698977701"
"3575","es","Huelva","37.15","-6.88","1698977701"
"3576","it","Zagarolo","41.84","12.82","1698977701"
"3577","zz","At Sea","0.00","0.00","1698977701"
"3582","us","Charleston","32.80","-80.00","1698977701"
"3583","zz","At Sea","0.00","0.00","1698977701"
"3584","ie","Greystones","53.15","-6.08","1698977701"
"3589","no","Tomasjord","69.66","19.02","1698977701"
"3593","de","Rostock","54.17","12.08","1698977701"
"3597","us","Hampton Virginia","37.05","-76.30","1698977701"
"3598","au","Tasmania","0.00","0.00","1698977701"
